2024-01-23,1,1
2024-01-24,7,1
2024-01-25,13,3
2024-01-26,1,1
2024-01-27,0,0
2024-01-28,0,0
2024-01-29,65,6
2024-01-30,80,8
2024-01-31,55,5
2024-02-01,19,3
2024-02-02,9,2
2024-02-03,0,0
2024-02-04,0,0
2024-02-05,3,1
