2023-12-27T00:00:00Z,30,3
2023-12-28T00:00:00Z,5,2
2024-01-02T00:00:00Z,21,4
2024-01-03T00:00:00Z,8,4
2024-01-05T00:00:00Z,1,1
2024-01-06T00:00:00Z,3,2
2024-01-07T00:00:00Z,2,1
2024-01-09T00:00:00Z,8,4
