2024-01-23,2,1
2024-01-24,9,4
2024-01-25,26,2
2024-01-26,4,2
2024-01-27,11,1
2024-01-28,2,1
2024-01-29,41,1
2024-01-30,3,2
2024-01-31,41,3
2024-02-01,57,4
2024-02-02,13,4
2024-02-03,0,0
2024-02-04,31,2
2024-02-05,37,5
2024-02-06,2,1
